SeniorCitizen,Partner,Dependents,tenure,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Tenure_MonthlyCharges,TenureGroup_0-12,TenureGroup_25-48,TenureGroup_49+,HighCharges,LongTenure
0,0,0,1,0,51.25,51.25,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,51.25,True,False,False,0,0
0,1,1,23,1,57.75,1282.85,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,1328.25,False,False,False,0,0
1,1,0,66,1,70.85,4738.85,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,4676.099999999999,False,False,True,0,1
0,0,0,1,0,19.55,19.55,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,19.55,True,False,False,0,0
1,0,0,19,1,88.2,1775.8,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1675.8,False,False,False,0,0
0,0,0,11,1,79.5,795.65,0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,874.5,True,False,False,0,0
0,1,1,8,1,19.75,145.0,1,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,158.0,True,False,False,0,0
0,1,1,52,0,98.15,4993.4,0,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,5103.8,False,False,True,1,0
0,0,0,3,1,20.25,61.45,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,60.75,True,False,False,0,0
0,1,1,51,1,79.15,4018.55,0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4036.65,False,False,True,0,0
1,0,0,15,0,75.65,1146.65,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1134.75,False,False,False,0,0
1,1,0,64,1,94.25,6081.4,0,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,6032.0,False,False,True,1,1
0,0,0,37,1,40.2,1478.85,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,1487.4,False,True,False,0,0
0,0,0,13,0,19.95,243.65,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,259.34999999999997,False,False,False,0,0
0,1,0,49,1,55.35,2633.95,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2712.15,False,False,True,0,0
1,0,0,45,1,102.15,4735.35,0,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,4596.75,False,True,False,1,0
0,0,0,18,1,71.1,1247.75,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1279.8,False,False,False,0,0
1,0,0,1,1,74.7,74.7,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,74.7,True,False,False,0,0
0,1,0,68,1,54.1,3794.5,0,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,3678.8,False,False,True,0,1
0,0,0,54,0,19.65,1008.7,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,1061.1,False,False,True,0,0
1,1,1,23,1,88.45,2130.55,0,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,2034.3500000000001,False,False,False,0,0
0,0,0,17,1,76.65,1313.55,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1303.0500000000002,False,False,False,0,0
0,1,0,71,0,80.4,5727.15,0,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,5708.400000000001,False,False,True,0,1
0,1,1,67,1,19.25,1372.9,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,1289.75,False,False,True,0,1
0,1,1,14,1,84.8,1203.9,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1187.2,False,False,False,0,0
1,0,0,1,1,25.8,25.8,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,25.8,True,False,False,0,0
0,0,1,63,0,19.5,1215.1,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,1228.5,False,False,True,0,1
0,0,0,41,1,68.6,2877.05,0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,2812.6,False,True,False,0,0
0,1,0,17,0,92.6,1579.7,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1574.1999999999998,False,False,False,1,0
0,1,0,56,1,100.55,5514.95,0,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,5630.8,False,False,True,1,1
0,0,0,5,0,20.55,96.1,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,102.75,True,False,False,0,0
0,0,0,2,1,42.6,72.4,1,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,85.2,True,False,False,0,0
0,1,0,3,1,19.6,55.25,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,58.800000000000004,True,False,False,0,0
0,0,0,37,0,67.45,2443.3,0,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,2495.65,False,True,False,0,0
0,0,0,29,1,68.85,1970.5,1,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,1996.6499999999999,False,True,False,0,0
0,0,0,8,0,43.55,335.4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,348.4,True,False,False,0,0
0,0,0,63,1,109.85,7002.95,0,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,6920.549999999999,False,False,True,1,1
0,1,1,7,0,20.65,158.95,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,144.54999999999998,True,False,False,0,0
0,0,0,3,0,95.4,293.15,0,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,286.20000000000005,True,False,False,1,0
0,1,1,72,0,21.0,1493.75,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,1512.0,False,False,True,0,1
0,0,0,19,1,56.2,1093.4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1067.8,False,False,False,0,0
0,1,0,59,0,18.4,1057.85,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,1085.6,False,False,True,0,1
0,1,1,2,0,90.0,190.05,1,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,180.0,True,False,False,1,0
0,1,1,35,1,25.75,882.55,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,901.25,False,True,False,0,0
0,0,0,14,0,19.6,300.4,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,274.40000000000003,False,False,False,0,0
0,0,0,14,0,75.35,1025.95,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1054.8999999999999,False,False,False,0,0
0,1,1,69,0,19.8,1436.95,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,1366.2,False,False,True,0,1
1,1,0,7,0,64.2,475.0,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,449.40000000000003,True,False,False,0,0
0,1,1,69,1,75.75,5388.15,0,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,5226.75,False,False,True,0,1
0,1,1,72,1,78.95,5730.15,0,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,5684.400000000001,False,False,True,0,1
0,0,0,8,0,100.85,819.55,1,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,806.8,True,False,False,1,0
0,1,1,4,0,50.3,217.1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,201.2,True,False,False,0,0
0,1,1,63,1,80.3,4896.35,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,5058.9,False,False,True,0,1
0,0,0,72,0,19.85,1434.1,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,1429.2,False,False,True,0,1
0,0,0,46,1,21.1,937.1,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,970.6,False,True,False,0,0
0,1,0,5,0,69.95,330.15,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,349.75,True,False,False,0,0
0,1,0,30,1,50.0,1474.9,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1500.0,False,True,False,0,0
0,0,0,63,1,104.75,6536.5,0,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,6599.25,False,False,True,1,1
0,0,0,60,0,19.85,1128.1,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,1191.0,False,False,True,0,1
0,1,0,63,1,107.5,6873.75,1,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,6772.5,False,False,True,1,1
0,1,1,25,0,85.9,2199.05,0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,2147.5,False,True,False,0,0
0,0,0,1,1,45.85,45.85,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,45.85,True,False,False,0,0
1,1,0,6,1,80.8,457.1,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,484.79999999999995,True,False,False,0,0
0,0,0,22,0,25.25,566.5,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,555.5,False,False,False,0,0
0,1,1,31,0,80.55,2471.6,0,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,2497.0499999999997,False,True,False,0,0
0,1,1,39,1,81.5,3107.3,0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3178.5,False,True,False,0,0
0,0,0,26,0,20.9,518.3,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,543.4,False,True,False,0,0
0,1,0,53,1,106.1,5769.75,1,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,5623.299999999999,False,False,True,1,0
0,0,0,1,0,91.7,91.7,1,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,91.7,True,False,False,1,0
0,0,0,12,1,67.25,832.3,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,807.0,True,False,False,0,0
0,0,0,16,1,95.6,1555.65,1,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,1529.6,False,False,False,1,0
0,0,0,2,0,20.35,45.3,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,40.7,True,False,False,0,0
0,0,1,39,0,45.05,1790.6,0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,1756.9499999999998,False,True,False,0,0
0,0,0,1,1,74.95,74.95,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,74.95,True,False,False,0,0
0,1,1,7,0,34.65,246.6,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,242.54999999999998,True,False,False,0,0
1,0,0,4,0,69.35,261.65,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,277.4,True,False,False,0,0
1,0,0,10,1,95.35,898.35,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,953.5,True,False,False,1,0
0,0,0,55,1,81.55,4509.5,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,4485.25,False,False,True,0,0
0,1,1,72,1,75.4,5480.25,0,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,5428.8,False,False,True,0,1
0,1,0,10,1,67.8,653.15,0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,678.0,True,False,False,0,0
1,0,0,11,1,111.4,1183.05,0,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,1225.4,True,False,False,1,0
0,1,1,15,0,46.3,639.45,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,694.5,False,False,False,0,0
0,1,1,23,0,20.4,478.75,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,469.2,False,False,False,0,0
0,0,1,1,0,20.05,20.05,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,20.05,True,False,False,0,0
1,0,0,3,0,45.0,127.1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,135.0,True,False,False,0,0
0,1,1,47,1,96.1,4391.45,0,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,4516.7,False,True,False,1,0
0,0,1,15,0,19.65,270.6,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,294.75,False,False,False,0,0
0,0,0,66,0,99.5,6710.5,1,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,6567.0,False,False,True,1,1
1,1,0,68,1,60.65,3975.9,0,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,4124.2,False,False,True,0,1
0,1,1,17,0,98.6,1704.95,1,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,1676.1999999999998,False,False,False,1,0
0,0,0,7,1,59.5,415.95,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,416.5,True,False,False,0,0
1,1,0,12,1,80.45,950.2,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,965.4000000000001,True,False,False,0,0
1,1,0,21,0,71.7,1497.05,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,1505.7,False,False,False,0,0
0,0,0,21,1,36.0,780.15,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,756.0,False,False,False,0,0
0,1,1,56,0,65.2,3512.15,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,3651.2000000000003,False,False,True,0,1
0,1,1,6,1,48.95,273.25,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,293.70000000000005,True,False,False,0,0
1,0,0,65,1,53.5,3517.9,0,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,3477.5,False,False,True,0,1
0,1,0,42,0,80.45,3375.9,0,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,3378.9,False,True,False,0,0
0,1,1,68,1,109.05,7508.55,0,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,7415.4,False,False,True,1,1
0,1,1,48,0,26.3,1245.05,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,1262.4,False,True,False,0,0
1,0,0,50,1,106.8,5347.95,0,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,5340.0,False,False,True,1,0
1,0,0,7,1,64.95,493.65,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,454.65000000000003,True,False,False,0,0
0,1,1,63,0,19.35,1263.85,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,1219.0500000000002,False,False,True,0,1
0,0,0,17,0,21.1,385.55,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,358.70000000000005,False,False,False,0,0
0,1,1,42,1,77.95,3384.0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,3273.9,False,True,False,0,0
0,1,1,4,0,18.85,84.2,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,75.4,True,False,False,0,0
0,0,1,62,0,26.0,1638.7,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,1612.0,False,False,True,0,1
1,0,0,2,1,74.7,165.4,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,149.4,True,False,False,0,0
0,1,0,2,1,70.35,120.25,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,140.7,True,False,False,0,0
0,1,0,48,1,96.9,4473.45,0,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,4651.200000000001,False,True,False,1,0
0,1,0,27,0,19.55,520.55,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,527.85,False,True,False,0,0
0,1,1,70,1,80.4,5717.85,0,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,5628.0,False,False,True,0,1
1,0,0,1,1,88.8,88.8,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,88.8,True,False,False,0,0
0,1,0,46,1,94.65,4312.5,0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,4353.900000000001,False,True,False,1,0
0,0,0,30,1,90.25,2755.35,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,2707.5,False,True,False,1,0
0,0,0,15,1,64.65,994.55,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,969.7500000000001,False,False,False,0,0
0,1,1,69,0,95.75,6511.25,0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,6606.75,False,False,True,1,1
0,0,0,65,1,19.55,1218.65,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,1270.75,False,False,True,0,1
1,1,1,72,1,104.1,7447.7,0,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,7495.2,False,False,True,1,1
1,1,0,13,1,89.05,1169.35,1,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1157.6499999999999,False,False,False,0,0
0,0,0,17,1,20.1,279.5,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,341.70000000000005,False,False,False,0,0
0,1,0,51,1,111.55,5720.35,0,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,5689.05,False,False,True,1,0
0,1,1,51,0,60.5,3121.45,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,3085.5,False,False,True,0,0
0,1,0,72,1,90.95,6468.6,0,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,6548.400000000001,False,False,True,1,1
0,1,1,67,0,87.4,5918.8,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,5855.8,False,False,True,0,1
0,0,0,34,0,19.7,675.6,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,669.8,False,True,False,0,0
0,1,0,67,1,50.95,3521.7,0,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,3413.65,False,False,True,0,1
0,1,0,49,1,20.05,923.1,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,982.45,False,False,True,0,0
0,1,1,53,1,19.4,1110.35,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,1028.1999999999998,False,False,True,0,0
0,0,0,27,0,59.45,1611.65,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,1605.15,False,True,False,0,0
1,0,0,23,1,94.75,2293.6,1,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,2179.25,False,False,False,1,0
0,0,0,69,1,81.5,5553.25,0,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,5623.5,False,False,True,0,1
0,1,1,2,0,29.05,44.75,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,58.1,True,False,False,0,0
0,0,0,35,1,86.45,3029.1,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3025.75,False,True,False,0,0
0,1,0,46,0,70.6,3231.05,0,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,3247.6,False,True,False,0,0
0,0,0,54,1,97.2,5129.45,0,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,5248.8,False,False,True,1,0
0,1,0,56,1,98.25,5508.35,1,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,5502.0,False,False,True,1,1
0,1,0,9,1,75.75,655.9,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,681.75,True,False,False,0,0
0,0,0,20,0,59.2,1191.2,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1184.0,False,False,False,0,0
0,0,0,11,1,75.9,866.4,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,834.9000000000001,True,False,False,0,0
1,1,0,30,1,90.05,2627.2,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,2701.5,False,True,False,1,0
0,1,0,68,0,70.95,4741.45,0,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,4824.6,False,False,True,0,1
1,1,0,38,1,102.6,4009.2,0,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,3898.7999999999997,False,True,False,1,0
1,1,0,17,1,85.35,1463.45,1,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1450.9499999999998,False,False,False,0,0
0,0,0,48,1,106.1,5082.8,1,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,5092.799999999999,False,True,False,1,0
0,0,0,1,0,43.8,43.8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,43.8,True,False,False,0,0
0,1,1,63,0,59.0,3707.6,0,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,3717.0,False,False,True,0,1
0,0,0,3,1,69.95,220.45,0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,209.85000000000002,True,False,False,0,0
0,0,0,48,0,24.35,1133.7,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,1168.8000000000002,False,True,False,0,0
0,0,0,66,0,29.45,1983.15,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,1943.7,False,False,True,0,1
0,1,1,68,1,84.4,5746.75,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,5739.200000000001,False,False,True,0,1
1,0,0,17,1,45.05,770.6,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,765.8499999999999,False,False,False,0,0
0,1,1,7,0,20.65,134.05,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,144.54999999999998,True,False,False,0,0
0,1,0,72,1,87.1,6230.1,0,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,6271.2,False,False,True,0,1
0,1,0,29,0,19.85,573.05,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,575.6500000000001,False,True,False,0,0
0,1,0,37,1,90.35,3419.3,0,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,3342.95,False,True,False,1,0
0,0,0,34,1,109.8,3587.25,1,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,3733.2,False,True,False,1,0
1,0,0,42,1,84.65,3541.35,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3555.3,False,True,False,0,0
0,1,1,59,0,65.5,3801.3,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,3864.5,False,False,True,0,1
0,1,1,11,1,79.5,868.5,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,874.5,True,False,False,0,0
1,1,1,60,1,80.95,4859.1,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4857.0,False,False,True,0,1
0,0,0,27,1,56.15,1439.35,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1516.05,False,True,False,0,0
0,0,0,1,0,85.8,85.8,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,85.8,True,False,False,0,0
1,0,0,1,1,79.1,79.1,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,79.1,True,False,False,0,0
0,1,0,17,0,34.4,592.75,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,584.8,False,False,False,0,0
0,1,0,58,0,20.75,1185.95,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,1203.5,False,False,True,0,1
0,1,1,1,0,18.8,18.8,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,18.8,True,False,False,0,0
0,1,1,3,0,44.3,134.5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,132.89999999999998,True,False,False,0,0
0,0,0,53,0,90.8,4921.2,0,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,4812.4,False,False,True,1,0
0,0,0,35,1,25.6,901.25,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,896.0,False,True,False,0,0
0,1,1,50,0,105.95,5341.8,1,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,5297.5,False,False,True,1,0
0,1,1,68,0,70.8,4859.95,0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,4814.4,False,False,True,0,1
0,1,0,47,0,25.4,1139.2,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,1193.8,False,True,False,0,0
1,1,0,65,1,108.8,7082.45,0,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,7072.0,False,False,True,1,1
0,0,0,5,1,69.75,324.6,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,348.75,True,False,False,0,0
0,1,0,51,1,94.65,4812.75,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,4827.150000000001,False,False,True,1,0
0,0,0,46,0,96.05,4399.5,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,4418.3,False,True,False,1,0
0,0,0,9,1,76.85,663.55,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,691.65,True,False,False,0,0
0,0,0,8,0,20.25,174.65,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,162.0,True,False,False,0,0
0,0,0,14,1,24.8,321.7,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,347.2,False,False,False,0,0
0,0,0,45,1,115.65,5125.5,0,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,5204.25,False,True,False,1,0
0,0,0,8,1,74.6,548.9,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,596.8,True,False,False,0,0
1,0,1,1,1,50.15,50.15,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,50.15,True,False,False,0,0
0,1,1,66,1,103.15,7031.3,0,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,6807.900000000001,False,False,True,1,1
